Final statisticsStock: MRNA, 
2024-11-25 03:15:23,056 - Sell to close 1030.00 shares at 106.7 on 2024-03-28 16:00:00+00:00 (Exit: Stop_loss, Profit: -1452.899999999986, Duration: 90.0 minutes)
2024-11-25 03:15:23,057 - Long Buy 187.00 shares at 104.05 on 2024-04-01 13:30:00+00:00
2024-11-25 03:15:23,057 - Long Buy 182.00 shares at 105.09 on 2024-04-01 13:45:00+00:00
2024-11-25 03:15:23,057 - Long Buy 179.00 shares at 104.4 on 2024-04-01 14:00:00+00:00
2024-11-25 03:15:23,057 - Long Buy 175.00 shares at 105.06 on 2024-04-01 14:15:00+00:00
2024-11-25 03:15:23,057 - Long Buy 171.00 shares at 105.02 on 2024-04-01 14:30:00+00:00
2024-11-25 03:15:23,057 - Long Buy 168.00 shares at 104.57 on 2024-04-01 14:45:00+00:00
2024-11-25 03:15:23,057 - Long Buy 165.00 shares at 104.57 on 2024-04-01 15:00:00+00:00
2024-11-25 03:15:23,057 - Long Buy 162.00 shares at 104.63 on 2024-04-01 15:15:00+00:00
2024-11-25 03:15:23,057 - Long Buy 158.00 shares at 104.6 on 2024-04-01 15:30:00+00:00
2024-11-25 03:15:23,057 - Sell to close 1547.00 shares at 105.19 on 2024-04-01 16:15:00+00:00 (Exit: Signal, Profit: 815.0100000000045, Duration: 165.0 minutes)
2024-11-25 03:15:23,057 - Short Sell 185.00 shares at 105.13 on 2024-04-01 16:30:00+00:00
2024-11-25 03:15:23,057 - Short Sell 185.00 shares at 105.27 on 2024-04-01 18:15:00+00:00
2024-11-25 03:15:23,057 - Short Sell 185.00 shares at 105.42 on 2024-04-01 18:45:00+00:00
2024-11-25 03:15:23,057 - Short Sell 184.00 shares at 105.98 on 2024-04-01 19:00:00+00:00
2024-11-25 03:15:23,057 - Buy to cover -739.00 shares at 105.78 on 2024-04-01 19:15:00+00:00 (Exit: Signal, Profit: -244.40000000000708, Duration: 165.0 minutes)
2024-11-25 03:15:23,057 - Long Buy 185.00 shares at 105.64 on 2024-04-01 19:45:00+00:00
2024-11-25 03:15:23,057 - Long Buy 182.00 shares at 105.1 on 2024-04-02 13:30:00+00:00
2024-11-25 03:15:23,057 - Long Buy 179.00 shares at 104.54 on 2024-04-02 13:45:00+00:00
2024-11-25 03:15:23,057 - Long Buy 176.00 shares at 104.37 on 2024-04-02 14:00:00+00:00
2024-11-25 03:15:23,057 - Long Buy 171.00 shares at 105.07 on 2024-04-02 14:15:00+00:00
2024-11-25 03:15:23,057 - Long Buy 168.00 shares at 105.15 on 2024-04-02 14:30:00+00:00
2024-11-25 03:15:23,057 - Long Buy 165.00 shares at 104.78 on 2024-04-02 14:45:00+00:00
2024-11-25 03:15:23,057 - Long Buy 161.00 shares at 104.81 on 2024-04-02 15:00:00+00:00
2024-11-25 03:15:23,057 - Long Buy 158.00 shares at 105.09 on 2024-04-02 15:15:00+00:00
2024-11-25 03:15:23,057 - Long Buy 155.00 shares at 105.13 on 2024-04-02 15:30:00+00:00
2024-11-25 03:15:23,057 - Long Buy 152.00 shares at 104.76 on 2024-04-02 15:45:00+00:00
2024-11-25 03:15:23,057 - Long Buy 149.00 shares at 104.66 on 2024-04-02 16:00:00+00:00
2024-11-25 03:15:23,058 - Long Buy 146.00 shares at 105.05 on 2024-04-02 16:15:00+00:00
2024-11-25 03:15:23,058 - Long Buy 144.00 shares at 104.09 on 2024-04-02 17:15:00+00:00
2024-11-25 03:15:23,058 - Long Buy 141.00 shares at 104.16 on 2024-04-02 17:30:00+00:00
2024-11-25 03:15:23,058 - Long Buy 138.00 shares at 104.43 on 2024-04-02 17:45:00+00:00
2024-11-25 03:15:23,058 - Long Buy 135.00 shares at 104.4 on 2024-04-02 18:00:00+00:00
2024-11-25 03:15:23,058 - Long Buy 133.00 shares at 104.18 on 2024-04-02 18:15:00+00:00
2024-11-25 03:15:23,058 - Long Buy 131.00 shares at 103.57 on 2024-04-02 18:30:00+00:00
2024-11-25 03:15:23,058 - Sell to close 2969.00 shares at 103.44 on 2024-04-02 18:45:00+00:00 (Exit: Stop_loss, Profit: -3794.2999999999665, Duration: 1380.0 minutes)
2024-11-25 03:15:23,058 - Long Buy 190.00 shares at 102.14 on 2024-04-03 13:30:00+00:00
2024-11-25 03:15:23,058 - Long Buy 187.00 shares at 101.96 on 2024-04-03 13:45:00+00:00
2024-11-25 03:15:23,058 - Sell to close 377.00 shares at 102.67 on 2024-04-03 14:00:00+00:00 (Exit: Signal, Profit: 233.47000000000594, Duration: 30.0 minutes)
2024-11-25 03:15:23,058 - Short Sell 189.00 shares at 102.8 on 2024-04-03 14:15:00+00:00
2024-11-25 03:15:23,058 - Short Sell 189.00 shares at 102.87 on 2024-04-03 14:30:00+00:00
2024-11-25 03:15:23,058 - Short Sell 188.00 shares at 103.38 on 2024-04-03 14:45:00+00:00
2024-11-25 03:15:23,058 - Short Sell 187.00 shares at 103.57 on 2024-04-03 15:00:00+00:00
2024-11-25 03:15:23,058 - Short Sell 187.00 shares at 103.61 on 2024-04-03 15:15:00+00:00
2024-11-25 03:15:23,058 - Short Sell 187.00 shares at 103.93 on 2024-04-03 15:30:00+00:00
2024-11-25 03:15:23,058 - Short Sell 187.00 shares at 103.84 on 2024-04-03 15:45:00+00:00
2024-11-25 03:15:23,058 - Short Sell 186.00 shares at 104.19 on 2024-04-03 16:00:00+00:00
2024-11-25 03:15:23,058 - Buy to cover -1500.00 shares at 99.4 on 2024-04-03 16:30:00+00:00 (Exit: Profit_take, Profit: 6182.059999999986, Duration: 135.0 minutes)
2024-11-25 03:15:23,058 - Long Buy 196.00 shares at 99.89 on 2024-04-03 16:45:00+00:00
2024-11-25 03:15:23,058 - Long Buy 191.00 shares at 100.17 on 2024-04-03 17:00:00+00:00
2024-11-25 03:15:23,058 - Long Buy 189.00 shares at 99.1 on 2024-04-03 17:15:00+00:00
2024-11-25 03:15:23,058 - Sell to close 576.00 shares at 99.31 on 2024-04-03 17:30:00+00:00 (Exit: Signal, Profit: -238.24999999999545, Duration: 45.0 minutes)
2024-11-25 03:15:23,058 - Short Sell 195.00 shares at 99.98 on 2024-04-03 17:45:00+00:00
2024-11-25 03:15:23,058 - Short Sell 194.00 shares at 100.67 on 2024-04-03 18:00:00+00:00
2024-11-25 03:15:23,059 - Short Sell 194.00 shares at 100.6 on 2024-04-03 18:15:00+00:00
2024-11-25 03:15:23,059 - Short Sell 194.00 shares at 100.9 on 2024-04-03 18:30:00+00:00
2024-11-25 03:15:23,059 - Short Sell 194.00 shares at 100.77 on 2024-04-03 18:45:00+00:00
2024-11-25 03:15:23,059 - Short Sell 194.00 shares at 100.76 on 2024-04-03 19:00:00+00:00
2024-11-25 03:15:23,059 - Short Sell 194.00 shares at 100.94 on 2024-04-03 19:15:00+00:00
2024-11-25 03:15:23,059 - Short Sell 194.00 shares at 100.95 on 2024-04-03 19:30:00+00:00
2024-11-25 03:15:23,059 - Short Sell 193.00 shares at 101.2 on 2024-04-03 19:45:00+00:00
2024-11-25 03:15:23,059 - Buy to cover -1746.00 shares at 102.25 on 2024-04-04 13:30:00+00:00 (Exit: Stop_loss, Profit: -2616.3399999999974, Duration: 1185.0 minutes)
2024-11-25 03:15:23,059 - Long Buy 190.00 shares at 102.56 on 2024-04-05 13:30:00+00:00
2024-11-25 03:15:23,059 - Long Buy 187.00 shares at 102.24 on 2024-04-05 13:45:00+00:00
2024-11-25 03:15:23,059 - Long Buy 183.00 shares at 102.54 on 2024-04-05 14:00:00+00:00
2024-11-25 03:15:23,059 - Long Buy 180.00 shares at 102.06 on 2024-04-05 14:15:00+00:00
2024-11-25 03:15:23,059 - Long Buy 175.00 shares at 102.49 on 2024-04-05 14:30:00+00:00
2024-11-25 03:15:23,059 - Long Buy 170.00 shares at 103.32 on 2024-04-05 14:45:00+00:00
2024-11-25 03:15:23,059 - Long Buy 168.00 shares at 102.59 on 2024-04-05 15:00:00+00:00
2024-11-25 03:15:23,059 - Long Buy 165.00 shares at 102.8 on 2024-04-05 15:15:00+00:00
2024-11-25 03:15:23,059 - Long Buy 161.00 shares at 103.01 on 2024-04-05 15:30:00+00:00
2024-11-25 03:15:23,059 - Sell to close 1579.00 shares at 103.19 on 2024-04-05 15:45:00+00:00 (Exit: Signal, Profit: 914.23000000003, Duration: 135.0 minutes)
2024-11-25 03:15:23,059 - Long Buy 190.00 shares at 102.48 on 2024-04-05 16:30:00+00:00
2024-11-25 03:15:23,059 - Sell to close 190.00 shares at 103.5 on 2024-04-05 17:15:00+00:00 (Exit: Signal, Profit: 193.79999999999924, Duration: 45.0 minutes)
2024-11-25 03:15:23,060 - Long Buy 189.00 shares at 103.35 on 2024-04-05 19:30:00+00:00
2024-11-25 03:15:23,060 - Long Buy 186.00 shares at 102.83 on 2024-04-05 19:45:00+00:00
2024-11-25 03:15:23,060 - Long Buy 184.00 shares at 101.96 on 2024-04-08 13:30:00+00:00
2024-11-25 03:15:23,060 - Long Buy 179.00 shares at 102.53 on 2024-04-08 13:45:00+00:00
2024-11-25 03:15:23,060 - Long Buy 176.00 shares at 102.52 on 2024-04-08 14:15:00+00:00
2024-11-25 03:15:23,060 - Sell to close 914.00 shares at 103.99 on 2024-04-08 14:30:00+00:00 (Exit: Profit_take, Profit: 1230.2999999999947, Duration: 4020.0 minutes)
2024-11-25 03:15:23,060 - Short Sell 187.00 shares at 104.47 on 2024-04-08 14:45:00+00:00
2024-11-25 03:15:23,060 - Short Sell 187.00 shares at 104.52 on 2024-04-08 15:00:00+00:00
2024-11-25 03:15:23,060 - Short Sell 187.00 shares at 104.39 on 2024-04-08 15:15:00+00:00
2024-11-25 03:15:23,060 - Short Sell 188.00 shares at 104.05 on 2024-04-08 15:30:00+00:00
2024-11-25 03:15:23,060 - Short Sell 187.00 shares at 104.29 on 2024-04-08 16:15:00+00:00
2024-11-25 03:15:23,060 - Short Sell 187.00 shares at 104.27 on 2024-04-08 16:30:00+00:00
2024-11-25 03:15:23,060 - Short Sell 187.00 shares at 104.5 on 2024-04-08 16:45:00+00:00
2024-11-25 03:15:23,060 - Short Sell 186.00 shares at 104.78 on 2024-04-08 17:15:00+00:00
2024-11-25 03:15:23,060 - Short Sell 186.00 shares at 105.14 on 2024-04-08 19:45:00+00:00
2024-11-25 03:15:23,060 - Buy to cover -1682.00 shares at 110.35 on 2024-04-09 13:30:00+00:00 (Exit: Stop_loss, Profit: -9857.899999999969, Duration: 1365.0 minutes)
2024-11-25 03:15:23,060 - Long Buy 179.00 shares at 107.79 on 2024-04-10 13:45:00+00:00
2024-11-25 03:15:23,060 - Long Buy 178.00 shares at 106.46 on 2024-04-10 14:00:00+00:00
2024-11-25 03:15:23,060 - Long Buy 173.00 shares at 107.61 on 2024-04-10 14:15:00+00:00
2024-11-25 03:15:23,061 - Long Buy 170.00 shares at 106.84 on 2024-04-10 14:30:00+00:00
2024-11-25 03:15:23,061 - Long Buy 167.00 shares at 106.64 on 2024-04-10 14:45:00+00:00
2024-11-25 03:15:23,061 - Sell to close 867.00 shares at 107.42 on 2024-04-10 15:00:00+00:00 (Exit: Signal, Profit: 300.6400000000034, Duration: 75.0 minutes)
2024-11-25 03:15:23,061 - Short Sell 181.00 shares at 107.12 on 2024-04-10 15:15:00+00:00
2024-11-25 03:15:23,061 - Short Sell 181.00 shares at 107.09 on 2024-04-10 15:30:00+00:00
2024-11-25 03:15:23,061 - Short Sell 180.00 shares at 107.5 on 2024-04-10 15:45:00+00:00
2024-11-25 03:15:23,061 - Buy to cover -542.00 shares at 106.03 on 2024-04-10 16:00:00+00:00 (Exit: Profit_take, Profit: 653.7500000000035, Duration: 45.0 minutes)
2024-11-25 03:15:23,061 - Long Buy 182.00 shares at 106.5 on 2024-04-10 18:45:00+00:00
2024-11-25 03:15:23,061 - Sell to close 182.00 shares at 107.15 on 2024-04-10 19:00:00+00:00 (Exit: Signal, Profit: 118.30000000000103, Duration: 15.0 minutes)
2024-11-25 03:15:23,061 - Short Sell 180.00 shares at 107.32 on 2024-04-10 19:30:00+00:00
2024-11-25 03:15:23,061 - Buy to cover -180.00 shares at 105.63 on 2024-04-11 13:30:00+00:00 (Exit: Profit_take, Profit: 304.1999999999996, Duration: 1080.0 minutes)
2024-11-25 03:15:23,061 - Long Buy 184.00 shares at 105.05 on 2024-04-11 14:15:00+00:00
2024-11-25 03:15:23,061 - Long Buy 181.00 shares at 104.57 on 2024-04-11 14:30:00+00:00
2024-11-25 03:15:23,061 - Long Buy 179.00 shares at 104.19 on 2024-04-11 14:45:00+00:00
2024-11-25 03:15:23,061 - Long Buy 173.00 shares at 105.14 on 2024-04-11 15:00:00+00:00
2024-11-25 03:15:23,061 - Long Buy 170.00 shares at 105.25 on 2024-04-11 15:15:00+00:00
2024-11-25 03:15:23,061 - Long Buy 166.00 shares at 105.6 on 2024-04-11 15:30:00+00:00
2024-11-25 03:15:23,061 - Long Buy 163.00 shares at 105.47 on 2024-04-11 15:45:00+00:00
2024-11-25 03:15:23,061 - Long Buy 160.00 shares at 105.24 on 2024-04-11 16:00:00+00:00
2024-11-25 03:15:23,061 - Long Buy 158.00 shares at 104.37 on 2024-04-11 16:15:00+00:00
2024-11-25 03:15:23,061 - Long Buy 155.00 shares at 104.05 on 2024-04-11 16:30:00+00:00
2024-11-25 03:15:23,061 - Long Buy 152.00 shares at 103.88 on 2024-04-11 16:45:00+00:00
2024-11-25 03:15:23,061 - Long Buy 148.00 shares at 104.72 on 2024-04-11 17:00:00+00:00
2024-11-25 03:15:23,062 - Long Buy 145.00 shares at 104.76 on 2024-04-11 17:15:00+00:00
2024-11-25 03:15:23,062 - Sell to close 2134.00 shares at 106.84 on 2024-04-11 17:45:00+00:00 (Exit: Profit_take, Profit: 4352.1200000000035, Duration: 210.0 minutes)
2024-11-25 03:15:23,062 - Short Sell 181.00 shares at 107.37 on 2024-04-11 18:00:00+00:00
2024-11-25 03:15:23,062 - Short Sell 182.00 shares at 106.99 on 2024-04-11 18:15:00+00:00
2024-11-25 03:15:23,062 - Short Sell 182.00 shares at 106.75 on 2024-04-11 18:30:00+00:00
2024-11-25 03:15:23,062 - Short Sell 183.00 shares at 106.58 on 2024-04-11 18:45:00+00:00
2024-11-25 03:15:23,062 - Short Sell 182.00 shares at 107.14 on 2024-04-11 19:00:00+00:00
2024-11-25 03:15:23,062 - Short Sell 181.00 shares at 107.2 on 2024-04-11 19:15:00+00:00
2024-11-25 03:15:23,062 - Short Sell 181.00 shares at 107.42 on 2024-04-11 19:30:00+00:00
2024-11-25 03:15:23,062 - Buy to cover -1272.00 shares at 106.98 on 2024-04-11 19:45:00+00:00 (Exit: Signal, Profit: 105.92999999998244, Duration: 105.0 minutes)
2024-11-25 03:15:23,062 - Long Buy 184.00 shares at 105.8 on 2024-04-12 13:30:00+00:00
2024-11-25 03:15:23,062 - Long Buy 178.00 shares at 106.85 on 2024-04-12 13:45:00+00:00
2024-11-25 03:15:23,062 - Long Buy 175.00 shares at 106.93 on 2024-04-12 14:00:00+00:00
2024-11-25 03:15:23,062 - Long Buy 172.00 shares at 106.71 on 2024-04-12 14:15:00+00:00
2024-11-25 03:15:23,062 - Long Buy 168.00 shares at 106.79 on 2024-04-12 14:30:00+00:00
2024-11-25 03:15:23,062 - Long Buy 165.00 shares at 106.88 on 2024-04-12 15:00:00+00:00
2024-11-25 03:15:23,062 - Long Buy 161.00 shares at 106.73 on 2024-04-12 15:30:00+00:00
2024-11-25 03:15:23,062 - Long Buy 160.00 shares at 105.8 on 2024-04-12 16:30:00+00:00
2024-11-25 03:15:23,062 - Long Buy 157.00 shares at 105.67 on 2024-04-12 16:45:00+00:00
2024-11-25 03:15:23,062 - Long Buy 154.00 shares at 105.61 on 2024-04-12 17:00:00+00:00
2024-11-25 03:15:23,062 - Sell to close 1674.00 shares at 105.17 on 2024-04-12 17:15:00+00:00 (Exit: Stop_loss, Profit: -2040.3699999999972, Duration: 225.0 minutes)
2024-11-25 03:15:23,062 - Long Buy 185.00 shares at 104.83 on 2024-04-15 14:00:00+00:00
2024-11-25 03:15:23,062 - Sell to close 185.00 shares at 104.94 on 2024-04-15 14:15:00+00:00 (Exit: Signal, Profit: 20.349999999999895, Duration: 15.0 minutes)
2024-11-25 03:15:23,063 - Short Sell 184.00 shares at 105.33 on 2024-04-15 14:30:00+00:00
2024-11-25 03:15:23,063 - Short Sell 185.00 shares at 105.22 on 2024-04-15 14:45:00+00:00
2024-11-25 03:15:23,063 - Short Sell 184.00 shares at 105.28 on 2024-04-15 15:00:00+00:00
2024-11-25 03:15:23,063 - Short Sell 183.00 shares at 105.79 on 2024-04-15 15:30:00+00:00
2024-11-25 03:15:23,063 - Short Sell 184.00 shares at 105.51 on 2024-04-15 15:45:00+00:00
2024-11-25 03:15:23,063 - Buy to cover -920.00 shares at 104.21 on 2024-04-15 16:30:00+00:00 (Exit: Profit_take, Profit: 1118.1500000000074, Duration: 120.0 minutes)
2024-11-25 03:15:23,063 - Long Buy 187.00 shares at 103.75 on 2024-04-15 17:00:00+00:00
2024-11-25 03:15:23,063 - Long Buy 186.00 shares at 102.58 on 2024-04-15 17:15:00+00:00
2024-11-25 03:15:23,063 - Long Buy 182.00 shares at 102.73 on 2024-04-15 17:30:00+00:00
2024-11-25 03:15:23,063 - Long Buy 177.00 shares at 103.21 on 2024-04-15 17:45:00+00:00
2024-11-25 03:15:23,063 - Sell to close 732.00 shares at 103.26 on 2024-04-15 18:00:00+00:00 (Exit: Signal, Profit: 140.15999999999514, Duration: 60.0 minutes)
2024-11-25 03:15:23,063 - Short Sell 188.00 shares at 103.58 on 2024-04-15 18:30:00+00:00
2024-11-25 03:15:23,063 - Short Sell 187.00 shares at 103.87 on 2024-04-15 19:45:00+00:00
2024-11-25 03:15:23,063 - Short Sell 186.00 shares at 104.57 on 2024-04-16 14:00:00+00:00
2024-11-25 03:15:23,063 - Buy to cover -561.00 shares at 105.31 on 2024-04-16 14:15:00+00:00 (Exit: Stop_loss, Profit: -732.1600000000037, Duration: 1185.0 minutes)
2024-11-25 03:15:23,063 - Long Buy 187.00 shares at 103.84 on 2024-04-17 13:30:00+00:00
2024-11-25 03:15:23,063 - Long Buy 183.00 shares at 104.03 on 2024-04-17 13:45:00+00:00
2024-11-25 03:15:23,063 - Long Buy 182.00 shares at 102.7 on 2024-04-17 14:00:00+00:00
2024-11-25 03:15:23,063 - Long Buy 178.00 shares at 102.98 on 2024-04-17 14:15:00+00:00
2024-11-25 03:15:23,063 - Long Buy 174.00 shares at 103.2 on 2024-04-17 14:30:00+00:00
2024-11-25 03:15:23,064 - Long Buy 170.00 shares at 103.0 on 2024-04-17 14:45:00+00:00
2024-11-25 03:15:23,064 - Long Buy 167.00 shares at 103.27 on 2024-04-17 15:00:00+00:00
2024-11-25 03:15:23,064 - Long Buy 163.00 shares at 103.53 on 2024-04-17 15:15:00+00:00
2024-11-25 03:15:23,064 - Long Buy 160.00 shares at 103.59 on 2024-04-17 15:30:00+00:00
2024-11-25 03:15:23,064 - Long Buy 156.00 shares at 103.83 on 2024-04-17 15:45:00+00:00
2024-11-25 03:15:23,064 - Long Buy 154.00 shares at 103.2 on 2024-04-17 16:00:00+00:00
2024-11-25 03:15:23,064 - Long Buy 151.00 shares at 103.16 on 2024-04-17 16:15:00+00:00
2024-11-25 03:15:23,064 - Long Buy 148.00 shares at 102.98 on 2024-04-17 16:30:00+00:00
2024-11-25 03:15:23,064 - Sell to close 2173.00 shares at 103.51 on 2024-04-17 16:45:00+00:00 (Exit: Signal, Profit: 378.6599999999918, Duration: 195.0 minutes)
2024-11-25 03:15:23,064 - Short Sell 187.00 shares at 103.9 on 2024-04-17 17:00:00+00:00
2024-11-25 03:15:23,064 - Short Sell 187.00 shares at 104.03 on 2024-04-17 17:15:00+00:00
2024-11-25 03:15:23,064 - Short Sell 187.00 shares at 103.89 on 2024-04-17 17:30:00+00:00
2024-11-25 03:15:23,064 - Buy to cover -561.00 shares at 102.81 on 2024-04-17 19:00:00+00:00 (Exit: Profit_take, Profit: 633.9300000000054, Duration: 120.0 minutes)
2024-11-25 03:15:23,064 - Long Buy 193.00 shares at 100.95 on 2024-04-18 13:30:00+00:00
2024-11-25 03:15:23,064 - Long Buy 189.00 shares at 101.06 on 2024-04-18 13:45:00+00:00
2024-11-25 03:15:23,064 - Sell to close 382.00 shares at 102.4 on 2024-04-18 14:00:00+00:00 (Exit: Profit_take, Profit: 533.1100000000016, Duration: 30.0 minutes)
2024-11-25 03:15:23,064 - Long Buy 190.00 shares at 102.51 on 2024-04-18 14:15:00+00:00
2024-11-25 03:15:23,064 - Long Buy 185.00 shares at 102.86 on 2024-04-18 14:30:00+00:00
2024-11-25 03:15:23,064 - Long Buy 182.00 shares at 102.61 on 2024-04-18 15:00:00+00:00
2024-11-25 03:15:23,064 - Long Buy 179.00 shares at 102.42 on 2024-04-18 15:15:00+00:00
2024-11-25 03:15:23,064 - Long Buy 176.00 shares at 102.01 on 2024-04-18 15:30:00+00:00
2024-11-25 03:15:23,064 - Long Buy 172.00 shares at 102.5 on 2024-04-18 15:45:00+00:00
2024-11-25 03:15:23,064 - Long Buy 169.00 shares at 102.21 on 2024-04-18 16:00:00+00:00
2024-11-25 03:15:23,064 - Long Buy 165.00 shares at 102.49 on 2024-04-18 16:15:00+00:00
2024-11-25 03:15:23,064 - Long Buy 161.00 shares at 102.58 on 2024-04-18 16:30:00+00:00
2024-11-25 03:15:23,064 - Long Buy 158.00 shares at 102.34 on 2024-04-18 16:45:00+00:00
2024-11-25 03:15:23,064 - Long Buy 155.00 shares at 102.51 on 2024-04-18 17:00:00+00:00
2024-11-25 03:15:23,064 - Long Buy 152.00 shares at 102.44 on 2024-04-18 17:15:00+00:00
2024-11-25 03:15:23,065 - Long Buy 148.00 shares at 102.97 on 2024-04-19 14:30:00+00:00
2024-11-25 03:15:23,065 - Long Buy 146.00 shares at 102.5 on 2024-04-19 15:00:00+00:00
2024-11-25 03:15:23,065 - Long Buy 143.00 shares at 102.56 on 2024-04-19 15:15:00+00:00
2024-11-25 03:15:23,065 - Long Buy 141.00 shares at 102.26 on 2024-04-19 15:30:00+00:00
2024-11-25 03:15:23,065 - Long Buy 139.00 shares at 101.5 on 2024-04-19 16:00:00+00:00
2024-11-25 03:15:23,065 - Sell to close 2761.00 shares at 101.34 on 2024-04-19 16:15:00+00:00 (Exit: Stop_loss, Profit: -3025.3899999999953, Duration: 1560.0 minutes)
2024-11-25 03:15:23,065 - Short Sell 190.00 shares at 101.85 on 2024-04-22 13:45:00+00:00
2024-11-25 03:15:23,065 - Short Sell 189.00 shares at 102.64 on 2024-04-22 14:00:00+00:00
2024-11-25 03:15:23,065 - Short Sell 188.00 shares at 102.9 on 2024-04-22 14:15:00+00:00
2024-11-25 03:15:23,065 - Short Sell 188.00 shares at 102.96 on 2024-04-22 14:30:00+00:00
2024-11-25 03:15:23,065 - Short Sell 190.00 shares at 102.31 on 2024-04-22 14:45:00+00:00
2024-11-25 03:15:23,065 - Short Sell 188.00 shares at 102.93 on 2024-04-22 15:00:00+00:00
2024-11-25 03:15:23,065 - Short Sell 188.00 shares at 102.99 on 2024-04-22 15:15:00+00:00
2024-11-25 03:15:23,065 - Buy to cover -1321.00 shares at 102.91 on 2024-04-22 15:30:00+00:00 (Exit: Signal, Profit: -340.1100000000031, Duration: 105.0 minutes)
2024-11-25 03:15:23,065 - Short Sell 188.00 shares at 103.32 on 2024-04-22 15:45:00+00:00
2024-11-25 03:15:23,065 - Short Sell 187.00 shares at 103.73 on 2024-04-22 16:00:00+00:00
2024-11-25 03:15:23,065 - Short Sell 187.00 shares at 103.48 on 2024-04-22 16:15:00+00:00
2024-11-25 03:15:23,065 - Short Sell 187.00 shares at 103.56 on 2024-04-22 16:30:00+00:00
2024-11-25 03:15:23,065 - Short Sell 186.00 shares at 103.97 on 2024-04-22 16:45:00+00:00
2024-11-25 03:15:23,065 - Short Sell 186.00 shares at 104.19 on 2024-04-22 17:00:00+00:00
2024-11-25 03:15:23,065 - Short Sell 185.00 shares at 104.46 on 2024-04-22 17:15:00+00:00
2024-11-25 03:15:23,066 - Short Sell 184.00 shares at 104.98 on 2024-04-22 17:30:00+00:00
2024-11-25 03:15:23,066 - Short Sell 184.00 shares at 105.2 on 2024-04-22 17:45:00+00:00
2024-11-25 03:15:23,066 - Short Sell 185.00 shares at 104.83 on 2024-04-22 18:00:00+00:00
2024-11-25 03:15:23,066 - Short Sell 185.00 shares at 104.62 on 2024-04-22 18:15:00+00:00
2024-11-25 03:15:23,066 - Short Sell 186.00 shares at 104.46 on 2024-04-22 18:30:00+00:00
2024-11-25 03:15:23,066 - Short Sell 186.00 shares at 104.44 on 2024-04-22 18:45:00+00:00
2024-11-25 03:15:23,066 - Short Sell 185.00 shares at 104.83 on 2024-04-22 19:00:00+00:00
2024-11-25 03:15:23,066 - Short Sell 185.00 shares at 104.85 on 2024-04-22 19:15:00+00:00
2024-11-25 03:15:23,066 - Buy to cover -2786.00 shares at 104.43 on 2024-04-22 19:30:00+00:00 (Exit: Signal, Profit: -293.4000000000764, Duration: 225.0 minutes)
2024-11-25 03:15:23,066 - Long Buy 185.00 shares at 104.49 on 2024-04-22 19:45:00+00:00
2024-11-25 03:15:23,066 - Sell to close 185.00 shares at 106.0 on 2024-04-23 13:30:00+00:00 (Exit: Profit_take, Profit: 279.35000000000093, Duration: 1065.0 minutes)
2024-11-25 03:15:23,066 - Short Sell 181.00 shares at 106.89 on 2024-04-23 13:45:00+00:00
2024-11-25 03:15:23,066 - Short Sell 182.00 shares at 106.58 on 2024-04-23 14:00:00+00:00
2024-11-25 03:15:23,066 - Short Sell 181.00 shares at 107.07 on 2024-04-23 14:15:00+00:00
2024-11-25 03:15:23,066 - Short Sell 181.00 shares at 106.94 on 2024-04-23 14:30:00+00:00
2024-11-25 03:15:23,066 - Short Sell 179.00 shares at 107.97 on 2024-04-23 14:45:00+00:00
2024-11-25 03:15:23,066 - Short Sell 180.00 shares at 107.64 on 2024-04-23 15:00:00+00:00
2024-11-25 03:15:23,066 - Short Sell 180.00 shares at 107.61 on 2024-04-23 15:15:00+00:00
2024-11-25 03:15:23,066 - Short Sell 181.00 shares at 106.95 on 2024-04-23 15:30:00+00:00
2024-11-25 03:15:23,066 - Short Sell 181.00 shares at 107.01 on 2024-04-23 15:45:00+00:00
2024-11-25 03:15:23,066 - Short Sell 181.00 shares at 106.97 on 2024-04-23 16:00:00+00:00
2024-11-25 03:15:23,066 - Short Sell 180.00 shares at 107.38 on 2024-04-23 16:15:00+00:00
2024-11-25 03:15:23,066 - Short Sell 180.00 shares at 107.75 on 2024-04-23 16:30:00+00:00
2024-11-25 03:15:23,066 - Short Sell 180.00 shares at 107.82 on 2024-04-23 16:45:00+00:00
2024-11-25 03:15:23,066 - Short Sell 179.00 shares at 108.13 on 2024-04-23 18:15:00+00:00
2024-11-25 03:15:23,066 - Short Sell 179.00 shares at 108.08 on 2024-04-23 18:30:00+00:00
2024-11-25 03:15:23,066 - Short Sell 179.00 shares at 108.2 on 2024-04-23 18:45:00+00:00
2024-11-25 03:15:23,067 - Short Sell 178.00 shares at 108.33 on 2024-04-24 13:30:00+00:00
2024-11-25 03:15:23,067 - Buy to cover -3062.00 shares at 108.8 on 2024-04-24 13:45:00+00:00 (Exit: Stop_loss, Profit: -4022.0500000000134, Duration: 1440.0 minutes)
2024-11-25 03:15:23,067 - Long Buy 183.00 shares at 105.42 on 2024-04-25 13:30:00+00:00
2024-11-25 03:15:23,067 - Long Buy 180.00 shares at 105.08 on 2024-04-25 13:45:00+00:00
2024-11-25 03:15:23,067 - Long Buy 177.00 shares at 104.81 on 2024-04-25 14:00:00+00:00
2024-11-25 03:15:23,067 - Long Buy 172.00 shares at 105.5 on 2024-04-25 14:15:00+00:00
